O 선거 종류,O 선거 횟수,O 투표일,O 선거구,O 전체유권자수,O 투표자 수,O 투표율,O 정당명,O 후보자명,O 득표수
국회의원선거,19,20120411,동구,202491,105987,0.5234,새누리당,이장우,36780
국회의원선거,19,20120411,동구,202491,105987,0.5234,민주통합당,강래구,35069
국회의원선거,19,20120411,동구,202491,105987,0.5234,자유선진당,임영호,30821
국회의원선거,19,20120411,동구,202491,105987,0.5234,무소속,송유영,2492
국회의원선거,19,20120411,중구,209551,115241,0.5499,새누리당,강창희,48934
국회의원선거,19,20120411,중구,209551,115241,0.5499,민주통합당,이서령,30597
국회의원선거,19,20120411,중구,209551,115241,0.5499,자유선진당,권선택,33400
국회의원선거,19,20120411,중구,209551,115241,0.5499,정통민주당,남일,1572
국회의원선거,19,20120411,서구갑,185399,99030,0.5341,새누리당,이영규,33423
국회의원선거,19,20120411,서구갑,185399,99030,0.5341,민주통합당,박병석,53671
국회의원선거,19,20120411,서구갑,185399,99030,0.5341,자유선진당,송종환,8964
국회의원선거,19,20120411,서구갑,185399,99030,0.5341,무소속,이강철,2359
국회의원선거,19,20120411,서구을,195918,108048,0.5515,새누리당,최연혜,25013
국회의원선거,19,20120411,서구을,195918,108048,0.5515,민주통합당,박범계,46908
국회의원선거,19,20120411,서구을,195918,108048,0.5515,자유선진당,이재선,32982
국회의원선거,19,20120411,서구을,195918,108048,0.5515,정통민주당,서진희,913
국회의원선거,19,20120411,서구을,195918,108048,0.5515,진보신당,김윤기,1708
국회의원선거,19,20120411,유성구,219656,126122,0.5742,새누리당,진동규,38533
국회의원선거,19,20120411,유성구,219656,126122,0.5742,민주통합당,이상민,65900
국회의원선거,19,20120411,유성구,219656,126122,0.5742,자유선진당,송석찬,19962
국회의원선거,19,20120411,유성구,219656,126122,0.5742,기독당,이재형,1015
국회의원선거,19,20120411,대덕구,159106,81427,0.5118,새누리당,박성효,40425
국회의원선거,19,20120411,대덕구,159106,81427,0.5118,자유선진당,이현,15146
국회의원선거,19,20120411,대덕구,159106,81427,0.5118,통합진보당,김창근,24957
