O 선거 종류,O 선거 횟수,O 투표일,O 선거구,O 전체유권자수,O 투표자 수,O 투표율,O 정당명,O 후보자명,O 득표수
국회의원선거,19,20120411,포항시북구,209247,107384,0.5132,새누리당,이병석,74824
국회의원선거,19,20120411,포항시북구,209247,107384,0.5132,통합진보당,유성찬,19200
국회의원선거,19,20120411,포항시북구,209247,107384,0.5132,무소속,최기복,12187
국회의원선거,19,20120411,포항시남구울릉군,209261,112212,0.5362,새누리당,김형태,45775
국회의원선거,19,20120411,포항시남구울릉군,209261,112212,0.5362,민주통합당,허대만,19802
국회의원선거,19,20120411,포항시남구울릉군,209261,112212,0.5362,무소속,정장식,21105
국회의원선거,19,20120411,포항시남구울릉군,209261,112212,0.5362,무소속,박명재,24297
국회의원선거,19,20120411,경주시,213958,119712,0.5595,새누리당,정수성,67455
국회의원선거,19,20120411,경주시,213958,119712,0.5595,통합진보당,이광춘,16224
국회의원선거,19,20120411,경주시,213958,119712,0.5595,무소속,김석기,33975
국회의원선거,19,20120411,김천시,110475,60997,0.5521,새누리당,이철우,49909
국회의원선거,19,20120411,김천시,110475,60997,0.5521,민주통합당,배영애,9894
국회의원선거,19,20120411,안동시,135962,78525,0.5776,새누리당,김광림,63561
국회의원선거,19,20120411,안동시,135962,78525,0.5776,민주통합당,이성노,13490
국회의원선거,19,20120411,구미시갑,168082,86287,0.5134,새누리당,심학봉,52353
국회의원선거,19,20120411,구미시갑,168082,86287,0.5134,민주통합당,안장환,10915
국회의원선거,19,20120411,구미시갑,168082,86287,0.5134,통합진보당,구민회,4585
국회의원선거,19,20120411,구미시갑,168082,86287,0.5134,친박연합,김석호,15649
국회의원선거,19,20120411,구미시갑,168082,86287,0.5134,무소속,김성식,1232
국회의원선거,19,20120411,구미시갑,168082,86287,0.5134,무소속,신수식,759
국회의원선거,19,20120411,구미시을,141629,66753,0.4713,새누리당,김태환,38090
국회의원선거,19,20120411,구미시을,141629,66753,0.4713,통합진보당,이지애,10898
국회의원선거,19,20120411,구미시을,141629,66753,0.4713,친박연합,박대식,4880
국회의원선거,19,20120411,구미시을,141629,66753,0.4713,무소속,김연호,4678
국회의원선거,19,20120411,구미시을,141629,66753,0.4713,무소속,김대호,4972
국회의원선거,19,20120411,구미시을,141629,66753,0.4713,무소속,허성우,2212
국회의원선거,19,20120411,영주시,92335,56833,0.6155,새누리당,장윤석,32038
국회의원선거,19,20120411,영주시,92335,56833,0.6155,민주통합당,박봉진,6837
국회의원선거,19,20120411,영주시,92335,56833,0.6155,무소속,권부익,1370
국회의원선거,19,20120411,영주시,92335,56833,0.6155,무소속,김엽,15849
국회의원선거,19,20120411,영천시,86681,52136,0.6015,새누리당,정희수,23331
국회의원선거,19,20120411,영천시,86681,52136,0.6015,민주통합당,추연창,3563
국회의원선거,19,20120411,영천시,86681,52136,0.6015,무소속,김경원,6590
국회의원선거,19,20120411,영천시,86681,52136,0.6015,무소속,최기문,17767
국회의원선거,19,20120411,상주시,87709,56881,0.6485,새누리당,김종태,33817
국회의원선거,19,20120411,상주시,87709,56881,0.6485,민주통합당,김영태,5574
국회의원선거,19,20120411,상주시,87709,56881,0.6485,국민행복당,김종성,1161
국회의원선거,19,20120411,상주시,87709,56881,0.6485,무소속,정송,15246
국회의원선거,19,20120411,문경시예천군,103769,70943,0.6837,새누리당,이한성,37040
국회의원선거,19,20120411,문경시예천군,103769,70943,0.6837,민주통합당,최영록,3735
국회의원선거,19,20120411,문경시예천군,103769,70943,0.6837,무소속,신현국,28767
국회의원선거,19,20120411,경산시청도군,232322,120618,0.5192,새누리당,최경환,75876
국회의원선거,19,20120411,경산시청도군,232322,120618,0.5192,통합진보당,윤병태,15774
국회의원선거,19,20120411,경산시청도군,232322,120618,0.5192,무소속,박인,2247
국회의원선거,19,20120411,경산시청도군,232322,120618,0.5192,무소속,이권우,18490
국회의원선거,19,20120411,경산시청도군,232322,120618,0.5192,무소속,김성준,6899
국회의원선거,19,20120411,고령군성주군칠곡군,161254,85479,0.5301,새누리당,이완영,42569
국회의원선거,19,20120411,고령군성주군칠곡군,161254,85479,0.5301,민주통합당,최국태,9897
국회의원선거,19,20120411,고령군성주군칠곡군,161254,85479,0.5301,기독당,황옥성,505
국회의원선거,19,20120411,고령군성주군칠곡군,161254,85479,0.5301,무소속,석호익,28139
국회의원선거,19,20120411,고령군성주군칠곡군,161254,85479,0.5301,무소속,송우근,3193
국회의원선거,19,20120411,군위군의성군청송군,96442,62243,0.6454,새누리당,김재원,44207
국회의원선거,19,20120411,군위군의성군청송군,96442,62243,0.6454,민주통합당,김현권,16619
국회의원선거,19,20120411,영양군영덕군봉화군울진군,123425,79565,0.6446,새누리당,강석호,43060
국회의원선거,19,20120411,영양군영덕군봉화군울진군,123425,79565,0.6446,민주통합당,정일순,3508
국회의원선거,19,20120411,영양군영덕군봉화군울진군,123425,79565,0.6446,자유선진당,장갑호,586
국회의원선거,19,20120411,영양군영덕군봉화군울진군,123425,79565,0.6446,국민생각,남선모,655
국회의원선거,19,20120411,영양군영덕군봉화군울진군,123425,79565,0.6446,녹색당,박혜령,2300
국회의원선거,19,20120411,영양군영덕군봉화군울진군,123425,79565,0.6446,무소속,김중권,28171
